factor,source,economic_family,research_usable,block_reason,authoritative_semantics,primary_family,economic_subfamily,mechanism,intended_role,data_horizon,definition,active,review_status,numeric_verification
ta_trend_adx_neg,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.967395 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_adx_pos,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.967395 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_aroon_down,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.839183 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_aroon_ind,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.839183 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_aroon_up,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.839183 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_cci,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.875828 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_dpo,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.875828 TA batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
ta_trend_ema_fast,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.937327 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_ema_slow,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.858398 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_ichimoku_a,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.839183 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_ichimoku_b,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.999812 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_ichimoku_base,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.839183 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_ichimoku_conv,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.943998 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_kst,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.890956 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_kst_diff,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.890956 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_kst_sig,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.896406 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_macd,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.858398 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_macd_diff,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.813296 V4 smoke passed for selected TA adapter factor.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_macd_signal,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.813296 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_mass_index,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.773831 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_psar_down,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.516232 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_psar_down_indicator,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=1.000000 TA batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
ta_trend_psar_up,ta,MomentumTrend,False,insufficient_historical_coverage,factor_universe_v2_lineage_accepted_semantics,,,,,,,False,blocked,not_yet_verified
ta_trend_psar_up_indicator,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=1.000000 TA batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
ta_trend_sma_fast,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,price_anchor,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.925253 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_sma_slow,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.839183 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_stc,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.593470 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_trix,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.756918 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_vortex_ind_diff,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.906601 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_vortex_ind_neg,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.906601 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_trend_vortex_ind_pos,ta,MomentumTrend,True,,factor_universe_v2_lineage_accepted_semantics,ReturnDynamics,TechnicalTrend,return_continuation,alpha_or_competing_hypothesis,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.906601 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_volatility_atr,ta,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.959502 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_volatility_bbh,ta,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.875828 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_volatility_bbhi,ta,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,TechnicalEventState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=1.000000 TA batch V4 passed.,True,state_mask_review_required,not_yet_verified
ta_volatility_bbl,ta,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.875828 TA batch V4 passed.,False,inherited_requires_reconciliation,not_yet_verified
ta_volatility_bbli,ta,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=1.000000 Pending TA batch V4 evaluation.,False,inherited_requires_reconciliation,not_yet_verified
ta_volatility_bbm,ta,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.875828 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_volatility_bbp,ta,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.875828 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_volatility_bbw,ta,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.875828 V4 smoke passed for selected TA adapter factor.,False,inherited_requires_reconciliation,not_yet_verified
ta_volatility_dch,ta,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.875828 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_volatility_dcl,ta,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.875828 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
ta_volatility_dcm,ta,VolatilityRisk,True,,factor_universe_v2_lineage_accepted_semantics,RiskLottery,RollingRiskOrPriceState,realized_or_residual_risk,alpha_risk_or_conditioning,daily_or_formula_dependent,Generated from ta wrapper smoke; coverage=0.875828 TA batch V4 passed.,True,inherited_requires_reconciliation,not_yet_verified
