factor,proposal_role_0_7,proposed_representative_0_7,representation_sign_0_7,reason_0_7,all_views_comparable_peers_0_7,unknown_pair_count_0_7,proposal_role_0_85,proposed_representative_0_85,representation_sign_0_85,reason_0_85,all_views_comparable_peers_0_85,unknown_pair_count_0_85,proposal_role_0_95,proposed_representative_0_95,representation_sign_0_95,reason_0_95,all_views_comparable_peers_0_95,unknown_pair_count_0_95,proposal_role_0_995,proposed_representative_0_995,representation_sign_0_995,reason_0_995,all_views_comparable_peers_0_995,unknown_pair_count_0_995,mechanism,horizon,formula_units,replacement_hold_reason,canonical_representation_proposal,registration_status,user_decision,replacement_authority
mature_book_to_price,retain_semantic_or_horizon_variant,mature_book_to_price,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_book_to_price,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_book_to_price,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_book_to_price,1.0,Singleton is not evidence of independence,480,13,mature_book_to_price,asof_daily_basic,dimensionless,,,,pending,none_proposal_only
mature_dividend_yield_ttm,retain_unmerged_with_unknown_pairs,mature_dividend_yield_ttm,1.0,Singleton is not evidence of independence,433,60,retain_unmerged_with_unknown_pairs,mature_dividend_yield_ttm,1.0,Singleton is not evidence of independence,433,60,retain_unmerged_with_unknown_pairs,mature_dividend_yield_ttm,1.0,Singleton is not evidence of independence,433,60,retain_unmerged_with_unknown_pairs,mature_dividend_yield_ttm,1.0,Singleton is not evidence of independence,433,60,mature_dividend_yield_ttm,vendor_TTM_asof_daily_basic,dimensionless,,,,pending,none_proposal_only
mature_downside_volatility_60,retain_unmerged_with_unknown_pairs,mature_downside_volatility_60,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_downside_volatility_60,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_downside_volatility_60,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_downside_volatility_60,1.0,Singleton is not evidence of independence,480,13,mature_downside_volatility,window_60_min_observations_15,dimensionless,,,,pending,none_proposal_only
mature_earnings_to_price_pit,retain_semantic_or_horizon_variant,mature_earnings_to_price_pit,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_earnings_to_price_pit,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_earnings_to_price_pit,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_earnings_to_price_pit,1.0,Singleton is not evidence of independence,480,13,mature_earnings_to_price_pit,latest_available_consolidated_statement_period_not_TTM_rebuilt,dimensionless,,,,pending,none_proposal_only
mature_earnings_yield_ttm,retain_semantic_or_horizon_variant,mature_earnings_yield_ttm,1.0,Distinct resolved mechanism/window/units; identity retained,473,20,retain_semantic_or_horizon_variant,mature_earnings_yield_ttm,1.0,Distinct resolved mechanism/window/units; identity retained,473,20,retain_unmerged_with_unknown_pairs,mature_earnings_yield_ttm,1.0,Singleton is not evidence of independence,473,20,retain_unmerged_with_unknown_pairs,mature_earnings_yield_ttm,1.0,Singleton is not evidence of independence,473,20,mature_earnings_yield_ttm,vendor_TTM_asof_daily_basic,dimensionless,,,,pending,none_proposal_only
mature_idiosyncratic_volatility_60,retain_semantic_or_horizon_variant,mature_idiosyncratic_volatility_60,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_semantic_or_horizon_variant,mature_idiosyncratic_volatility_60,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_unmerged_with_unknown_pairs,mature_idiosyncratic_volatility_60,1.0,Singleton is not evidence of independence,479,14,retain_unmerged_with_unknown_pairs,mature_idiosyncratic_volatility_60,1.0,Singleton is not evidence of independence,479,14,mature_idiosyncratic_volatility,beta_window_60_min40_then_residual_std_window_60_min40,dimensionless,,,,pending,none_proposal_only
mature_intraday_return_20,retain_semantic_or_horizon_variant,mature_intraday_return_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_intraday_return_20,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_intraday_return_20,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_intraday_return_20,1.0,Singleton is not evidence of independence,480,13,mature_intraday_return,window_20_min_observations_10,dimensionless,,,,pending,none_proposal_only
mature_log_total_market_cap,retain_unmerged_with_unknown_pairs,mature_log_total_market_cap,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_log_total_market_cap,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_log_total_market_cap,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_log_total_market_cap,1.0,Singleton is not evidence of independence,480,13,mature_log_total_market_cap,asof_daily_basic,log_total_mv_vendor_unit,,,,pending,none_proposal_only
mature_max_daily_return_21,retain_unmerged_with_unknown_pairs,mature_max_daily_return_21,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_max_daily_return_21,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_max_daily_return_21,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_max_daily_return_21,1.0,Singleton is not evidence of independence,480,13,mature_max_daily_return,window_21_min_observations_11,dimensionless,,,,pending,none_proposal_only
mature_parkinson_volatility_20,retain_semantic_or_horizon_variant,mature_parkinson_volatility_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_parkinson_volatility_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_parkinson_volatility_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_parkinson_volatility_20,1.0,Singleton is not evidence of independence,480,13,mature_parkinson_volatility,window_20_min_observations_10,dimensionless,,,,pending,none_proposal_only
mature_realized_volatility_60,retain_semantic_or_horizon_variant,mature_realized_volatility_60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_realized_volatility_60,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_realized_volatility_60,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_realized_volatility_60,1.0,Singleton is not evidence of independence,480,13,mature_realized_volatility,window_60_min_observations_30,dimensionless,,,,pending,none_proposal_only
mature_return_skewness_60,retain_unmerged_with_unknown_pairs,mature_return_skewness_60,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_return_skewness_60,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_return_skewness_60,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_return_skewness_60,1.0,Singleton is not evidence of independence,480,13,mature_return_skewness,window_60_min_observations_30,dimensionless,,,,pending,none_proposal_only
mature_reversal_1m,retain_semantic_or_horizon_variant,mature_reversal_1m,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_reversal_1m,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_reversal_1m,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_reversal_1m,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,mature_reversal_1m,lag_21,dimensionless,,,,pending,none_proposal_only
mature_sales_to_price_pit,retain_semantic_or_horizon_variant,mature_sales_to_price_pit,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_sales_to_price_pit,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_sales_to_price_pit,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_sales_to_price_pit,1.0,Singleton is not evidence of independence,480,13,mature_sales_to_price_pit,latest_available_consolidated_statement_period_not_TTM_rebuilt,dimensionless,,,,pending,none_proposal_only
mature_sales_to_price_ttm,retain_semantic_or_horizon_variant,mature_sales_to_price_ttm,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_sales_to_price_ttm,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_sales_to_price_ttm,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_sales_to_price_ttm,1.0,Singleton is not evidence of independence,480,13,mature_sales_to_price_ttm,vendor_TTM_asof_daily_basic,dimensionless,,,,pending,none_proposal_only
mature_turnover_mean_20,retain_semantic_or_horizon_variant,mature_turnover_mean_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_turnover_mean_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_turnover_mean_20,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_turnover_mean_20,1.0,Singleton is not evidence of independence,480,13,mature_turnover_mean,window_20_min_observations_10,dimensionless,,,,pending,none_proposal_only
mature_turnover_rate_free_float,retain_semantic_or_horizon_variant,mature_turnover_rate_free_float,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_turnover_rate_free_float,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_turnover_rate_free_float,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_turnover_rate_free_float,1.0,Singleton is not evidence of independence,480,13,mature_turnover_rate_free_float,asof_daily_basic,dimensionless,,,,pending,none_proposal_only
mature_turnover_volatility_20,retain_semantic_or_horizon_variant,mature_turnover_volatility_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,mature_turnover_volatility_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_turnover_volatility_20,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_turnover_volatility_20,1.0,Singleton is not evidence of independence,480,13,mature_turnover_volatility,window_20_min_observations_10,dimensionless,,,,pending,none_proposal_only
mature_vwap_deviation_20,retain_semantic_or_horizon_variant,mature_vwap_deviation_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,mature_vwap_deviation_20,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_vwap_deviation_20,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,mature_vwap_deviation_20,1.0,Singleton is not evidence of independence,480,13,mature_vwap_deviation,window_20_min_observations_10,dimensionless,,,,pending,none_proposal_only
ret_10,retain_semantic_or_horizon_variant,ret_10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,ret_10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,ret_10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,ret_10,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,ret,window_10,dimensionless,,,,pending,none_proposal_only
ret_20,retain_semantic_or_horizon_variant,ret_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,ret_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,ret_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,ret_20,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,ret,window_20,dimensionless,,,,pending,none_proposal_only
ret_5,retain_semantic_or_horizon_variant,ret_5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,ret_5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,ret_5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,ret_5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,ret,window_5,dimensionless,,,,pending,none_proposal_only
rev_20_exclude_5,retain_unmerged_with_unknown_pairs,rev_20_exclude_5,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,rev_20_exclude_5,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,rev_20_exclude_5,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,rev_20_exclude_5,1.0,Singleton is not evidence of independence,480,13,rev_20_exclude_5,lags_5_to_20,dimensionless,,,,pending,none_proposal_only
rev_5,retain_semantic_or_horizon_variant,rev_5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,rev_5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,rev_5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,rev_5,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,rev,window_5,dimensionless,,,,pending,none_proposal_only
std_20,retain_semantic_or_horizon_variant,std_20,1.0,Distinct resolved mechanism/window/units; identity retained,479,14,retain_unmerged_with_unknown_pairs,std_20,1.0,Singleton is not evidence of independence,479,14,retain_unmerged_with_unknown_pairs,std_20,1.0,Singleton is not evidence of independence,479,14,retain_unmerged_with_unknown_pairs,std_20,1.0,Singleton is not evidence of independence,479,14,std,window_20,dimensionless,,,,pending,none_proposal_only
ta_momentum_ao,deferred,,,provider_price_scale_unverified,0,493,deferred,,,provider_price_scale_unverified,0,493,deferred,,,provider_price_scale_unverified,0,493,deferred,,,provider_price_scale_unverified,0,493,AwesomeOscillatorIndicator.awesome_oscillator,"{""window1"": 5, ""window2"": 34}",provider_price,provider_price_scale_unverified,,,pending,none_proposal_only
ta_momentum_kama,deferred,,,provider_price_scale_unverified,479,14,deferred,,,provider_price_scale_unverified,479,14,deferred,,,provider_price_scale_unverified,479,14,deferred,,,provider_price_scale_unverified,479,14,canonical_causal_kama,window_10_fast_2_slow_30_state_anchor_2000-01-04,provider_price,provider_price_scale_unverified,,,pending,none_proposal_only
ta_momentum_ppo,retain_semantic_or_horizon_variant,ta_momentum_ppo,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,ta_momentum_ppo,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,ta_momentum_ppo,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,ta_momentum_ppo,1.0,Singleton is not evidence of independence,480,13,PercentagePriceOscillator.ppo,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,,,,pending,none_proposal_only
ta_momentum_ppo_hist,retain_semantic_or_horizon_variant,ta_momentum_ppo_hist,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_semantic_or_horizon_variant,ta_momentum_ppo_hist,1.0,Distinct resolved mechanism/window/units; identity retained,480,13,retain_unmerged_with_unknown_pairs,ta_momentum_ppo_hist,1.0,Singleton is not evidence of independence,480,13,retain_unmerged_with_unknown_pairs,ta_momentum_ppo_hist,1.0,Singleton is not evidence of independence,480,13,PercentagePriceOscillator.ppo_hist,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",dimensionless,,,,pending,none_proposal_only
